event_id_cnty,event_date,year,country,latitude,longitude
IRN6075,31 January 2020,2020,Iran,32.6525,51.6746
ALG8120,31 January 2020,2020,Algeria,36.75,5.0833
ALG8123,31 January 2020,2020,Algeria,36.38,3.9014
ALG8124,31 January 2020,2020,Algeria,36.7664,3.4772
ALG8126,31 January 2020,2020,Algeria,36.365,6.6147
TUN6106,31 January 2020,2020,Tunisia,36.2941,8.7666
TUN6107,31 January 2020,2020,Tunisia,34.7406,10.7603
ALG8127,31 January 2020,2020,Algeria,36.9172,3.9131
ALG8122,31 January 2020,2020,Algeria,36.7433,3.7173
ALG8128,31 January 2020,2020,Algeria,36.2675,2.75
ALG8121,31 January 2020,2020,Algeria,36.0732,4.7611
ALG8125,31 January 2020,2020,Algeria,36.1653,1.3345
ALG8130,31 January 2020,2020,Algeria,36.1914,5.4094
ALG8119,31 January 2020,2020,Algeria,36.9,7.7667
ALG8132,31 January 2020,2020,Algeria,36.8792,6.9067
ALG8129,31 January 2020,2020,Algeria,35.6911,-0.6417
TUN6108,31 January 2020,2020,Tunisia,35.8917,8.5528
ALG8118,31 January 2020,2020,Algeria,36.7525,3.042
JOR533,31 January 2020,2020,Jordan,32.3333,35.7528
JOR544,31 January 2020,2020,Jordan,32.5556,35.85
JOR534,31 January 2020,2020,Jordan,29.5267,35.0078
JOR538,31 January 2020,2020,Jordan,32.3429,36.208
JOR543,31 January 2020,2020,Jordan,32.4981,35.6852
JOR545,31 January 2020,2020,Jordan,32.5556,35.85
JOR546,31 January 2020,2020,Jordan,31.716,35.7939
JOR535,31 January 2020,2020,Jordan,32.0392,35.7272
JOR542,31 January 2020,2020,Jordan,32.0173,36.0327
IRQ23277,31 January 2020,2020,Iraq,31.4091,46.1727
IRQ23272,31 January 2020,2020,Iraq,31.3059,45.2799
IRQ23276,31 January 2020,2020,Iraq,30.956,46.9766
IRQ23275,31 January 2020,2020,Iraq,31.9626,44.6008
IRQ23278,31 January 2020,2020,Iraq,32.5056,45.8247
TUR10838,31 January 2020,2020,Turkey,41.0605,28.9872
TUR10832,31 January 2020,2020,Turkey,38.9094,40.5549
TUR10837,31 January 2020,2020,Turkey,41.0225,28.9408
TUR10834,31 January 2020,2020,Turkey,37.9136,40.2172
TUR10840,31 January 2020,2020,Turkey,38.4946,43.3832
LBN3741,31 January 2020,2020,Lebanon,34.4469,35.8678
LBN3735,31 January 2020,2020,Lebanon,34.5169,35.9683
LBN3740,31 January 2020,2020,Lebanon,33.9808,35.6178
LBN3736,31 January 2020,2020,Lebanon,34.5133,35.9597
IRQ23270,31 January 2020,2020,Iraq,32.5979,44.0165
IRQ23267,31 January 2020,2020,Iraq,32.4637,44.4196
LBN3737,31 January 2020,2020,Lebanon,33.8853,35.5196
LBN3738,31 January 2020,2020,Lebanon,33.8982,35.5074
ALG8131,31 January 2020,2020,Algeria,35.1939,-0.6414
LBN3742,31 January 2020,2020,Lebanon,34.417,35.8266
TUN6104,31 January 2020,2020,Tunisia,34.8,10.7833
IRN6076,31 January 2020,2020,Iran,35.681,51.4291
YEM47053,31 January 2020,2020,Yemen,16.9402,43.7639
BHR11723,31 January 2020,2020,Bahrain,26.1619,50.5164
BHR11724,31 January 2020,2020,Bahrain,26.2147,50.5069
JOR536,31 January 2020,2020,Jordan,32.0759,35.8465
JOR541,31 January 2020,2020,Jordan,30.8375,35.6044
IRQ23269,31 January 2020,2020,Iraq,30.533,47.7975
TUN6109,31 January 2020,2020,Tunisia,36.819,10.1658
YEM46979,31 January 2020,2020,Yemen,13.1822,45.477
YEM47047,31 January 2020,2020,Yemen,15.4701,43.5448
YEM47045,31 January 2020,2020,Yemen,16.4844,44.4294
JOR537,31 January 2020,2020,Jordan,31.1637,35.762
JOR539,31 January 2020,2020,Jordan,31.9552,35.945
JOR540,31 January 2020,2020,Jordan,31.9552,35.945
PSE6758,31 January 2020,2020,Palestine,31.5045,34.4743
PSE6759,31 January 2020,2020,Palestine,31.3069,34.3572
PSE6760,31 January 2020,2020,Palestine,31.3502,34.3081
PSE6764,31 January 2020,2020,Palestine,31.5294,35.0938
TUR10851,31 January 2020,2020,Turkey,39.9179,32.8627
YEM46980,31 January 2020,2020,Yemen,12.7394,44.8842
LBN3743,31 January 2020,2020,Lebanon,33.5408,35.3767
PSE6761,31 January 2020,2020,Palestine,31.5541,34.5016
PSE6773,31 January 2020,2020,Palestine,31.8996,35.2042
PSE22952,31 January 2020,2020,Palestine,31.5272,34.4835
ISR10988,31 January 2020,2020,Israel,32.936,35.27
YEM47044,31 January 2020,2020,Yemen,14.7978,42.9545
IRQ23271,31 January 2020,2020,Iraq,31.8356,47.1448
IRQ23273,31 January 2020,2020,Iraq,32.0259,44.3462
SYR74951,31 January 2020,2020,Syria,35.929,36.6353
YEM47050,31 January 2020,2020,Yemen,13.9791,44.1631
YEM47054,31 January 2020,2020,Yemen,13.6679,44.1668
ISR10985,31 January 2020,2020,Israel,32.5173,35.1535
BHR1918,31 January 2020,2020,Bahrain,26.2156,50.5192
YEM47049,31 January 2020,2020,Yemen,14.5427,44.4052
YEM47051,31 January 2020,2020,Yemen,14.1221,44.4214
ISR10987,31 January 2020,2020,Israel,32.9344,35.3168
YEM47055,31 January 2020,2020,Yemen,13.3726,44.3031
YEM47048,31 January 2020,2020,Yemen,15.3547,44.2067
PSE22975,31 January 2020,2020,Palestine,32.263,35.4376
TUR10839,31 January 2020,2020,Turkey,38.6735,29.4058
LBN3744,31 January 2020,2020,Lebanon,33.5167,35.3667
LBN3745,31 January 2020,2020,Lebanon,33.5599,35.3756
LBN6852,31 January 2020,2020,Lebanon,33.5599,35.3756
ISR10986,31 January 2020,2020,Israel,32.862,35.3637
LBN3739,31 January 2020,2020,Lebanon,33.8475,35.5033
ALG8133,31 January 2020,2020,Algeria,36.7118,4.0459
ISR10989,31 January 2020,2020,Israel,32.9219,35.2557
YEM47046,31 January 2020,2020,Yemen,16.5544,44.2905
YEM47052,31 January 2020,2020,Yemen,14.704,43.599
IRN6070,30 January 2020,2020,Iran,36.8427,54.4439
IRN6073,30 January 2020,2020,Iran,31.319,48.6842
IRN6071,30 January 2020,2020,Iran,26.5579,54.8807
TUN6103,30 January 2020,2020,Tunisia,34.251,8.747
TUN6099,30 January 2020,2020,Tunisia,34.7406,10.7603
MOR2474,30 January 2020,2020,Morocco,32.8811,-6.9063
ALG8477,30 January 2020,2020,Algeria,36.0732,4.7611
ALG8483,30 January 2020,2020,Algeria,36.6718,4.1918
IRN6074,30 January 2020,2020,Iran,31.0306,61.4949
IRN6072,30 January 2020,2020,Iran,31.319,48.6842
IRQ23261,30 January 2020,2020,Iraq,31.058,46.2573
IRQ23257,30 January 2020,2020,Iraq,32.0643,45.2474
IRQ23256,30 January 2020,2020,Iraq,31.3059,45.2799
IRQ23260,30 January 2020,2020,Iraq,30.956,46.9766
IRQ23266,30 January 2020,2020,Iraq,32.5056,45.8247
IRQ23259,30 January 2020,2020,Iraq,35.1778,45.9861
TUR10825,30 January 2020,2020,Turkey,41.0369,28.9775
TUR10820,30 January 2020,2020,Turkey,36.9861,35.4342
TUR10824,30 January 2020,2020,Turkey,37.9136,40.2172
LBN3724,30 January 2020,2020,Lebanon,34.5133,35.9597
TUR10828,30 January 2020,2020,Turkey,41.0225,28.9408
LBN3725,30 January 2020,2020,Lebanon,33.8982,35.5074
LBN3959,30 January 2020,2020,Lebanon,34.4367,35.8497
TUR24128,30 January 2020,2020,Turkey,36.9875,35.3059
MOR2465,30 January 2020,2020,Morocco,32.3373,-6.3498
SUD13657,30 January 2020,2020,Sudan,11.7898,34.3599
SUD13658,30 January 2020,2020,Sudan,11.8614,34.3913
SUD13663,30 January 2020,2020,Sudan,19.6148,37.2225
SUD13656,30 January 2020,2020,Sudan,19.1842,30.4743
YEM46947,30 January 2020,2020,Yemen,13.5202,46.7137
MOR2468,30 January 2020,2020,Morocco,30.4794,-8.8762
YEM46967,30 January 2020,2020,Yemen,13.0567,44.8819
SUD13661,30 January 2020,2020,Sudan,15.4296,36.4105
IRQ23251,30 January 2020,2020,Iraq,30.533,47.7975
IRQ23258,30 January 2020,2020,Iraq,31.9929,44.9255
JOR1954,30 January 2020,2020,Jordan,31.9552,35.945
JOR1955,30 January 2020,2020,Jordan,31.9564,35.8962
PSE6745,30 January 2020,2020,Palestine,31.3502,34.3081
PSE6746,30 January 2020,2020,Palestine,31.3069,34.3572
PSE8632,30 January 2020,2020,Palestine,31.5045,34.4743
TUR10821,30 January 2020,2020,Turkey,39.9179,32.8627
LBN3729,30 January 2020,2020,Lebanon,33.5408,35.3767
PSE6754,30 January 2020,2020,Palestine,31.8996,35.2042
SUD13659,30 January 2020,2020,Sudan,14.0479,35.3884
ISR12670,30 January 2020,2020,Israel,32.0809,34.7806
LBN7108,30 January 2020,2020,Lebanon,34.5428,36.0797
SUD13662,30 January 2020,2020,Sudan,15.5699,32.5532
SUD13664,30 January 2020,2020,Sudan,14.3983,33.5477
ISR12671,30 January 2020,2020,Israel,31.769,35.2163
YEM46950,30 January 2020,2020,Yemen,12.8052,44.9953
MOR2466,30 January 2020,2020,Morocco,33.5928,-7.6192
MOR2467,30 January 2020,2020,Morocco,33.5928,-7.6192
LBN3726,30 January 2020,2020,Lebanon,33.8468,35.902
LBN3730,30 January 2020,2020,Lebanon,33.5167,35.3667
LBN3731,30 January 2020,2020,Lebanon,33.5599,35.3756
LBN6971,30 January 2020,2020,Lebanon,33.2733,35.1939
LBN3732,30 January 2020,2020,Lebanon,33.2725,35.2125
LBN3733,30 January 2020,2020,Lebanon,33.2626,35.2388
SUD13655,30 January 2020,2020,Sudan,17.6949,33.9852
IRQ23254,30 January 2020,2020,Iraq,35.4681,44.3922
LBN3734,30 January 2020,2020,Lebanon,33.2369,35.2173
YEM46951,30 January 2020,2020,Yemen,12.7899,45.0024
IRN6069,29 January 2020,2020,Iran,32.3811,48.4058
TUN6098,29 January 2020,2020,Tunisia,34.7406,10.7603
ALG8116,29 January 2020,2020,Algeria,36.8792,6.9067
LBY9183,29 January 2020,2020,Libya,32.1177,20.1293
TUN6094,29 January 2020,2020,Tunisia,33.1378,11.2197
TUN6097,29 January 2020,2020,Tunisia,36.5786,10.8586
TUN6115,29 January 2020,2020,Tunisia,36.1742,8.7049
ALG8219,29 January 2020,2020,Algeria,36.7664,3.4772
ALG8485,29 January 2020,2020,Algeria,36.6718,4.1918
LBN6933,29 January 2020,2020,Lebanon,34.4367,35.8497
MOR2464,29 January 2020,2020,Morocco,34.0133,-6.8326
MOR2463,29 January 2020,2020,Morocco,34.0133,-6.8326
TUN6095,29 January 2020,2020,Tunisia,34.3983,8.8044
MOR2548,29 January 2020,2020,Morocco,29.6974,-9.7316
LBN6113,29 January 2020,2020,Lebanon,33.8783,35.5073
MOR2462,29 January 2020,2020,Morocco,32.0512,-7.4108
LBN10234,29 January 2020,2020,Lebanon,34.4367,35.8497
SUD13652,29 January 2020,2020,Sudan,12.6935,28.4232
IRQ23249,29 January 2020,2020,Iraq,32.5056,45.8247
IRQ23237,29 January 2020,2020,Iraq,36.1926,44.0106
IRQ23248,29 January 2020,2020,Iraq,30.956,46.9766
IRQ23239,29 January 2020,2020,Iraq,36.1926,44.0106
IRQ23238,29 January 2020,2020,Iraq,36.1926,44.0106
JOR531,29 January 2020,2020,Jordan,32.5556,35.85
LBN3717,29 January 2020,2020,Lebanon,33.8927,35.509
TUR10808,29 January 2020,2020,Turkey,37.7644,38.2763
TUR10817,29 January 2020,2020,Turkey,38.3502,38.3167
TUR10813,29 January 2020,2020,Turkey,41.0225,28.9408
TUR10814,29 January 2020,2020,Turkey,41.1667,29.05
TUR10812,29 January 2020,2020,Turkey,41.0369,28.9775
LBN3716,29 January 2020,2020,Lebanon,33.8982,35.5074
LBN3715,29 January 2020,2020,Lebanon,33.8976,35.4914
LBN3721,29 January 2020,2020,Lebanon,34.4367,35.8497
TUR10811,29 January 2020,2020,Turkey,37.9136,40.2172
LBN3720,29 January 2020,2020,Lebanon,34.417,35.8266
TUR10815,29 January 2020,2020,Turkey,37.1811,33.215
TUR10816,29 January 2020,2020,Turkey,38.7322,35.4853
TUR10819,29 January 2020,2020,Turkey,38.4946,43.3832
SUD13653,29 January 2020,2020,Sudan,12.0556,24.8906
TUN6105,29 January 2020,2020,Tunisia,35.3506,8.6288
SUD13654,29 January 2020,2020,Sudan,19.6148,37.2225
YEM46914,29 January 2020,2020,Yemen,13.5202,46.7137
JOR3409,29 January 2020,2020,Jordan,32.3333,35.7528
JOR3410,29 January 2020,2020,Jordan,32.2808,35.8993
JOR3411,29 January 2020,2020,Jordan,32.0728,36.088
JOR3412,29 January 2020,2020,Jordan,32.1121,36.1841
IRQ23234,29 January 2020,2020,Iraq,30.5568,47.7845
TUN6100,29 January 2020,2020,Tunisia,36.819,10.1658
TUN6101,29 January 2020,2020,Tunisia,36.819,10.1658
YEM46915,29 January 2020,2020,Yemen,13.1287,45.3807
PSE6741,29 January 2020,2020,Palestine,32.2909,35.4766
IRQ23233,29 January 2020,2020,Iraq,33.3164,44.3591
IRQ23246,29 January 2020,2020,Iraq,31.9929,44.9255
JOR1953,29 January 2020,2020,Jordan,31.9552,35.945
JOR529,29 January 2020,2020,Jordan,31.1637,35.762
JOR530,29 January 2020,2020,Jordan,31.9552,35.945
PSE6733,29 January 2020,2020,Palestine,31.5045,34.4743
PSE6738,29 January 2020,2020,Palestine,31.5294,35.0938
TUR10809,29 January 2020,2020,Turkey,39.9179,32.8627
TUR10810,29 January 2020,2020,Turkey,39.9179,32.8627
PSE23018,29 January 2020,2020,Palestine,31.7767,35.2342
LBN3722,29 January 2020,2020,Lebanon,33.5408,35.3767
IRQ23243,29 January 2020,2020,Iraq,32.0259,44.3462
LBN3713,29 January 2020,2020,Lebanon,34.5428,36.0797
ISR10776,29 January 2020,2020,Israel,32.8184,34.9885
BHR1917,29 January 2020,2020,Bahrain,26.2122,50.5372
YEM46921,29 January 2020,2020,Yemen,12.7794,45.0367
MOR2460,29 January 2020,2020,Morocco,33.5928,-7.6192
MOR2461,29 January 2020,2020,Morocco,33.5928,-7.6192
LBN3719,29 January 2020,2020,Lebanon,34.1211,35.6481
LBN7112,29 January 2020,2020,Lebanon,33.5599,35.3756
LBN3718,29 January 2020,2020,Lebanon,33.8475,35.5033
LBN7109,29 January 2020,2020,Lebanon,33.2626,35.2388
LBN7111,29 January 2020,2020,Lebanon,33.2725,35.2125
ALG8117,29 January 2020,2020,Algeria,36.7118,4.0459
LBN7110,29 January 2020,2020,Lebanon,33.2369,35.2173
SYR89744,29 January 2020,2020,Syria,32.7068,36.568
IRN6065,28 January 2020,2020,Iran,29.4767,54.3327
IRN6068,28 January 2020,2020,Iran,30.437,49.1029
IRN6066,28 January 2020,2020,Iran,29.6103,52.5311
ALG8108,28 January 2020,2020,Algeria,36.365,6.6147
TUN6086,28 January 2020,2020,Tunisia,37.2744,9.8739
TUN6088,28 January 2020,2020,Tunisia,35.6781,10.0963
TUN6091,28 January 2020,2020,Tunisia,35.0382,9.4849
TUN6090,28 January 2020,2020,Tunisia,34.7406,10.7603
ALG8107,28 January 2020,2020,Algeria,36.38,3.9014
ALG8104,28 January 2020,2020,Algeria,36.75,5.0833
ALG8100,28 January 2020,2020,Algeria,36.2641,1.9679
ALG8112,28 January 2020,2020,Algeria,35.6911,-0.6417
ALG8110,28 January 2020,2020,Algeria,33.8,2.8651
ALG8105,28 January 2020,2020,Algeria,36.75,5.0833
ALG8106,28 January 2020,2020,Algeria,36.38,3.9014
ALG8103,28 January 2020,2020,Algeria,36.9,7.7667
ALG8109,28 January 2020,2020,Algeria,36.365,6.6147
ALG8111,28 January 2020,2020,Algeria,35.6911,-0.6417
LBY9181,28 January 2020,2020,Libya,32.0836,23.9764
TUN6092,28 January 2020,2020,Tunisia,32.9297,10.4518
TUN6114,28 January 2020,2020,Tunisia,37.2744,9.8739
MOR2454,28 January 2020,2020,Morocco,32.2994,-9.2372
MOR2459,28 January 2020,2020,Morocco,32.5021,-6.6877
MOR2547,28 January 2020,2020,Morocco,35.174,-2.9287
EGY10690,28 January 2020,2020,Egypt,30.0574,31.1995
IRN6067,28 January 2020,2020,Iran,26.9492,56.2691
LBN7113,28 January 2020,2020,Lebanon,33.8786,35.4907
LBN7238,28 January 2020,2020,Lebanon,33.8982,35.5074
TUN6089,28 January 2020,2020,Tunisia,36.4513,10.7356
ALG8101,28 January 2020,2020,Algeria,36.7525,3.042
ALG8102,28 January 2020,2020,Algeria,36.7525,3.042
IRQ23229,28 January 2020,2020,Iraq,31.7244,44.9769
ISR1661,28 January 2020,2020,Israel,31.2518,34.7913
TUR10804,28 January 2020,2020,Turkey,37.9136,40.2172
LBN3707,28 January 2020,2020,Lebanon,33.8982,35.5074
LBN3710,28 January 2020,2020,Lebanon,33.8927,35.509
LBN3708,28 January 2020,2020,Lebanon,33.8982,35.5074
TUR24127,28 January 2020,2020,Turkey,40.9931,29.1338
ALG8113,28 January 2020,2020,Algeria,36.8792,6.9067
TUN6093,28 January 2020,2020,Tunisia,36.7256,9.1817
TUN6087,28 January 2020,2020,Tunisia,37.2744,9.8739
JOR527,28 January 2020,2020,Jordan,32.0759,35.8465
IRQ23224,28 January 2020,2020,Iraq,30.533,47.7975
MOR2546,28 January 2020,2020,Morocco,31.9642,-6.5743
JOR1952,28 January 2020,2020,Jordan,31.1637,35.762
JOR528,28 January 2020,2020,Jordan,31.9552,35.945
PSE6720,28 January 2020,2020,Palestine,31.5045,34.4743
TUR10802,28 January 2020,2020,Turkey,39.9179,32.8627
TUR10803,28 January 2020,2020,Turkey,39.9179,32.8627
TUR10807,28 January 2020,2020,Turkey,38.4127,27.1384
TUR24126,28 January 2020,2020,Turkey,39.9179,32.8627
PSE6719,28 January 2020,2020,Palestine,31.4214,34.3865
LBN3711,28 January 2020,2020,Lebanon,33.5408,35.3767
PSE6725,28 January 2020,2020,Palestine,32.4594,35.3009
PSE6731,28 January 2020,2020,Palestine,31.8996,35.2042
IRQ23228,28 January 2020,2020,Iraq,32.0259,44.3462
ISR10775,28 January 2020,2020,Israel,32.8184,34.9885
PSE6728,28 January 2020,2020,Palestine,32.2211,35.2544
LBN3712,28 January 2020,2020,Lebanon,33.5599,35.3756
LBN3714,28 January 2020,2020,Lebanon,34.0058,36.2181
LBN6432,28 January 2020,2020,Lebanon,34.3442,36.4744
ALG8114,28 January 2020,2020,Algeria,36.7118,4.0459
IRQ23227,28 January 2020,2020,Iraq,35.4681,44.3922
PSE10756,28 January 2020,2020,Palestine,31.5405,34.5402
IRN6063,27 January 2020,2020,Iran,30.437,49.1029
IRN6062,27 January 2020,2020,Iran,30.2832,57.0788
TUN6096,27 January 2020,2020,Tunisia,35.1676,8.8365
TUN6085,27 January 2020,2020,Tunisia,34.7406,10.7603
TUN6113,27 January 2020,2020,Tunisia,34.7501,8.5198
ALG8218,27 January 2020,2020,Algeria,35.3034,-1.1452
MOR2452,27 January 2020,2020,Morocco,32.2994,-9.2372
MOR2456,27 January 2020,2020,Morocco,31.9306,-4.4276
MOR2457,27 January 2020,2020,Morocco,30.9253,-6.9134
LBN3697,27 January 2020,2020,Lebanon,33.8919,35.4816
LBN6127,27 January 2020,2020,Lebanon,33.8976,35.4914
IRN6064,27 January 2020,2020,Iran,35.681,51.4291
IRQ23211,27 January 2020,2020,Iraq,36.1926,44.0106
IRQ23221,27 January 2020,2020,Iraq,32.5056,45.8247
IRQ23219,27 January 2020,2020,Iraq,31.058,46.2573
TUR10801,27 January 2020,2020,Turkey,37.9136,40.2172
LBN3704,27 January 2020,2020,Lebanon,34.4367,35.8497
LBN3691,27 January 2020,2020,Lebanon,33.8889,35.4944
LBN3692,27 January 2020,2020,Lebanon,33.8783,35.5073
IRQ23214,27 January 2020,2020,Iraq,31.2497,45.2517
LBN3703,27 January 2020,2020,Lebanon,33.8632,35.4985
IRQ23216,27 January 2020,2020,Iraq,31.9929,44.9255
JOR1950,27 January 2020,2020,Jordan,31.9552,35.945
JOR1951,27 January 2020,2020,Jordan,31.9552,35.945
TUR10797,27 January 2020,2020,Turkey,39.9333,32.8598
TUR10798,27 January 2020,2020,Turkey,39.9179,32.8627
TUR10799,27 January 2020,2020,Turkey,39.9179,32.8627
SUD13647,27 January 2020,2020,Sudan,15.5699,32.5532
SUD13648,27 January 2020,2020,Sudan,15.5699,32.5532
LBN3700,27 January 2020,2020,Lebanon,33.8244,35.8356
LBN3701,27 January 2020,2020,Lebanon,33.8468,35.902
LBN3702,27 January 2020,2020,Lebanon,33.8055,35.6055
LBN3699,27 January 2020,2020,Lebanon,33.6269,35.7842
IRN6058,26 January 2020,2020,Iran,26.9492,56.2691
IRN6059,26 January 2020,2020,Iran,30.437,49.1029
IRN6060,26 January 2020,2020,Iran,35.5183,46.183
TUN6082,26 January 2020,2020,Tunisia,36.0764,9.0212
ALG8097,26 January 2020,2020,Algeria,36.75,5.0833
ALG8215,26 January 2020,2020,Algeria,35.7964,7.3928
ALG8217,26 January 2020,2020,Algeria,36.8792,6.9067
IRN6057,26 January 2020,2020,Iran,27.834,52.0628
LBN7115,26 January 2020,2020,Lebanon,34.4469,35.8678
IRN6061,26 January 2020,2020,Iran,35.681,51.4291
ALG8216,26 January 2020,2020,Algeria,36.4078,3.8144
MOR2455,26 January 2020,2020,Morocco,35.7806,-5.8137
MOR2453,26 January 2020,2020,Morocco,33.6572,-7.0399
IRQ23202,26 January 2020,2020,Iraq,31.3059,45.2799
IRQ23208,26 January 2020,2020,Iraq,32.5056,45.8247
IRQ23201,26 January 2020,2020,Iraq,32.5979,44.0165
IRQ23203,26 January 2020,2020,Iraq,31.4978,45.2954
TUR10794,26 January 2020,2020,Turkey,41.0454,29.0099
TUR10792,26 January 2020,2020,Turkey,37.9136,40.2172
LBN3687,26 January 2020,2020,Lebanon,34.4367,35.8497
ALG8098,26 January 2020,2020,Algeria,31.9664,5.3421
YEM46824,26 January 2020,2020,Yemen,14.5425,49.1242
IRQ23199,26 January 2020,2020,Iraq,30.533,47.7975
YEM46801,26 January 2020,2020,Yemen,13.1287,45.3807
YEM46844,26 January 2020,2020,Yemen,13.2127,44.1241
IRQ23195,26 January 2020,2020,Iraq,33.3164,44.3591
IRQ23196,26 January 2020,2020,Iraq,33.3248,44.4213
IRQ23206,26 January 2020,2020,Iraq,31.9929,44.9255
JOR1949,26 January 2020,2020,Jordan,31.9552,35.945
JOR525,26 January 2020,2020,Jordan,31.9552,35.945
TUR10790,26 January 2020,2020,Turkey,39.9179,32.8627
YEM46803,26 January 2020,2020,Yemen,12.7394,44.8842
LBN3684,26 January 2020,2020,Lebanon,33.7625,35.8811
YEM46845,26 January 2020,2020,Yemen,13.5752,44.0214
IRQ23204,26 January 2020,2020,Iraq,32.0362,44.4365
SUD13645,26 January 2020,2020,Sudan,15.5699,32.5532
SUD13646,26 January 2020,2020,Sudan,15.5699,32.5532
LBN3688,26 January 2020,2020,Lebanon,33.5599,35.3756
LBN3689,26 January 2020,2020,Lebanon,33.2733,35.1939
LBN3686,26 January 2020,2020,Lebanon,33.3789,35.4839
LBN3682,26 January 2020,2020,Lebanon,34.3942,36.3847
SUD13644,26 January 2020,2020,Sudan,12.5893,32.8007
SYR74950,26 January 2020,2020,Syria,32.7068,36.568
YEM46804,26 January 2020,2020,Yemen,12.7899,45.0024
IRN6043,25 January 2020,2020,Iran,27.834,52.0628
TUN6078,25 January 2020,2020,Tunisia,35.6781,10.0963
TUN6077,25 January 2020,2020,Tunisia,36.0764,9.0212
LBN6338,25 January 2020,2020,Lebanon,33.8961,35.5586
IRN6049,25 January 2020,2020,Iran,31.8972,54.3675
IRN6050,25 January 2020,2020,Iran,30.437,49.1029
LBN6093,25 January 2020,2020,Lebanon,33.8853,35.5196
LBN3620,25 January 2020,2020,Lebanon,33.8919,35.4816
IRQ23179,25 January 2020,2020,Iraq,32.4637,44.4196
IRQ23178,25 January 2020,2020,Iraq,32.5056,45.8247
IRQ23189,25 January 2020,2020,Iraq,31.3059,45.2799
IRQ23185,25 January 2020,2020,Iraq,32.5979,44.0165
IRQ23190,25 January 2020,2020,Iraq,31.4978,45.2954
TUR10789,25 January 2020,2020,Turkey,41.0369,28.9775
LBN3622,25 January 2020,2020,Lebanon,34.4367,35.8497
TUR10770,25 January 2020,2020,Turkey,37.9136,40.2172
TUR10769,25 January 2020,2020,Turkey,41.0225,28.9408
LBN3621,25 January 2020,2020,Lebanon,33.8982,35.5074
TUR10773,25 January 2020,2020,Turkey,37.8874,41.1322
TUR10772,25 January 2020,2020,Turkey,37.9136,40.2172
TUR10771,25 January 2020,2020,Turkey,41.0369,28.9775
IRQ23177,25 January 2020,2020,Iraq,30.533,47.7975
IRQ23180,25 January 2020,2020,Iraq,30.533,47.7975
IRQ23175,25 January 2020,2020,Iraq,33.3164,44.3591
IRQ23183,25 January 2020,2020,Iraq,31.9929,44.9255
TUR10788,25 January 2020,2020,Turkey,39.9179,32.8627
TUR24123,25 January 2020,2020,Turkey,39.9179,32.8627
PSE23071,25 January 2020,2020,Palestine,31.8318,35.2073
IRQ23187,25 January 2020,2020,Iraq,32.0259,44.3462
ISR12957,25 January 2020,2020,Israel,31.769,35.2163
YEM46771,25 January 2020,2020,Yemen,12.7794,45.0367
YEM46785,25 January 2020,2020,Yemen,15.6943,43.6058
ALG8086,24 January 2020,2020,Algeria,36.75,5.0833
ALG8090,24 January 2020,2020,Algeria,36.365,6.6147
ALG8092,24 January 2020,2020,Algeria,35.6911,-0.6417
TUN6076,24 January 2020,2020,Tunisia,36.4029,10.1429
TUN6075,24 January 2020,2020,Tunisia,34.7406,10.7603
ALG8091,24 January 2020,2020,Algeria,36.2675,2.75
ALG8089,24 January 2020,2020,Algeria,36.1653,1.3345
LBY9159,24 January 2020,2020,Libya,32.1177,20.1293
ALG8095,24 January 2020,2020,Algeria,34.8783,-1.315
ALG8088,24 January 2020,2020,Algeria,36.38,3.9014
ALG8093,24 January 2020,2020,Algeria,36.1914,5.4094
ALG8087,24 January 2020,2020,Algeria,36.0732,4.7611
ALG8096,24 January 2020,2020,Algeria,36.5322,6.7119
ALG8085,24 January 2020,2020,Algeria,36.9,7.7667
MOR2458,24 January 2020,2020,Morocco,31.6315,-8.0083
LBN3603,24 January 2020,2020,Lebanon,34.4367,35.8497
IRN6048,24 January 2020,2020,Iran,35.7252,51.4029
LBN6126,24 January 2020,2020,Lebanon,33.8976,35.4914
ALG8084,24 January 2020,2020,Algeria,36.7525,3.042
TUR10764,24 January 2020,2020,Turkey,37.9136,40.2172
LBN3604,24 January 2020,2020,Lebanon,34.4511,35.8142
TUR10767,24 January 2020,2020,Turkey,40.6533,35.8331
LBN3605,24 January 2020,2020,Lebanon,33.8783,35.5073
LBN3606,24 January 2020,2020,Lebanon,33.8919,35.4816
TUR10766,24 January 2020,2020,Turkey,41.0798,29.0461
LBN3624,24 January 2020,2020,Lebanon,33.8667,35.4833
TUR24122,24 January 2020,2020,Turkey,36.888,30.7152
BHR11726,24 January 2020,2020,Bahrain,26.2147,50.5069
IRQ23170,24 January 2020,2020,Iraq,33.3164,44.3591
JOR1948,24 January 2020,2020,Jordan,31.9552,35.945
JOR524,24 January 2020,2020,Jordan,31.9552,35.945
TUR10785,24 January 2020,2020,Turkey,39.9179,32.8627
TUR24121,24 January 2020,2020,Turkey,39.9667,32.9225
IRQ23173,24 January 2020,2020,Iraq,32.0259,44.3462
SYR74576,24 January 2020,2020,Syria,32.7507,36.304
SYR74574,24 January 2020,2020,Syria,35.929,36.6353
LBN3617,24 January 2020,2020,Lebanon,33.3789,35.4839
ALG8094,24 January 2020,2020,Algeria,36.7118,4.0459
SYR74575,24 January 2020,2020,Syria,36.632,37.0843
IRN6040,23 January 2020,2020,Iran,29.6103,52.5311
